I	J	K	  Dose  	 Tot.LETd 	 e- dose 	 e- LETd 	 p dose 	 p LETd 	 He dose 	 He LETd 	 Li dose 	 Li LETd 	 Be dose 	 Be LETd 	 B dose 	 B LETd 	 C dose 	 C LETd 	 N dose 	 N LETd 	 O dose 	 O LETd 	
0	0	75	5.227810e-04	1.434849e+01	4.486987e-02	4.649150e-01	5.607231e-02	3.560875e+00	4.945768e-02	4.848020e+01	1.094886e-02	6.007249e+01	1.035612e-02	4.598907e+01	2.616829e-02	1.801031e+01	8.004724e-01	1.191137e+01	9.441654e-04	4.376456e+02	1.513107e-04	1.131104e+03	
0	0	76	5.223019e-04	1.458612e+01	4.467254e-02	4.660890e-01	5.642746e-02	3.544549e+00	5.006450e-02	4.882394e+01	1.114576e-02	6.234239e+01	1.046686e-02	4.991889e+01	2.638027e-02	1.556274e+01	7.991767e-01	1.213321e+01	9.559760e-04	4.095289e+02	1.495635e-04	1.305315e+03	
0	0	77	5.215889e-04	1.465329e+01	4.458156e-02	4.644240e-01	5.664877e-02	3.559668e+00	5.049633e-02	4.794467e+01	1.128509e-02	6.545468e+01	1.059797e-02	4.887725e+01	2.667268e-02	1.837290e+01	7.980538e-01	1.215081e+01	9.713237e-04	4.457247e+02	1.427100e-04	9.292134e+02	
0	0	78	5.208713e-04	1.468928e+01	4.444011e-02	4.664965e-01	5.693854e-02	3.539069e+00	5.082409e-02	4.774761e+01	1.135445e-02	6.275748e+01	1.071808e-02	4.996993e+01	2.691284e-02	1.872405e+01	7.970968e-01	1.209710e+01	9.855967e-04	4.268932e+02	1.650330e-04	1.321788e+03	
0	0	79	5.200898e-04	1.450599e+01	4.433810e-02	4.651552e-01	5.700467e-02	3.466057e+00	5.112571e-02	4.576110e+01	1.146838e-02	6.373658e+01	1.082567e-02	4.957937e+01	2.722699e-02	1.805282e+01	7.963207e-01	1.211066e+01	9.951072e-04	3.880866e+02	1.488296e-04	1.033810e+03	
0	0	80	5.196852e-04	1.441254e+01	4.423057e-02	4.656188e-01	5.741901e-02	3.419760e+00	5.182665e-02	4.758427e+01	1.156695e-02	5.728016e+01	1.090715e-02	4.346468e+01	2.749066e-02	1.801692e+01	7.948466e-01	1.195821e+01	1.015732e-03	4.244940e+02	1.537783e-04	1.033716e+03	
0	0	81	5.189675e-04	1.464806e+01	4.411819e-02	4.674098e-01	5.753665e-02	3.373240e+00	5.220316e-02	4.687431e+01	1.166382e-02	5.670959e+01	1.100466e-02	4.059411e+01	2.778079e-02	1.878823e+01	7.939472e-01	1.215502e+01	1.033067e-03	4.684085e+02	1.643281e-04	1.254803e+03	
0	0	82	5.183637e-04	1.465215e+01	4.401472e-02	4.666053e-01	5.794390e-02	3.433922e+00	5.241597e-02	4.479023e+01	1.177145e-02	5.801613e+01	1.116333e-02	4.725530e+01	2.809044e-02	1.946174e+01	7.928524e-01	1.226213e+01	1.040417e-03	4.028399e+02	1.591494e-04	1.164926e+03	
0	0	83	5.179307e-04	1.487116e+01	4.377830e-02	4.661178e-01	5.850034e-02	3.475146e+00	5.301253e-02	4.677182e+01	1.196234e-02	6.323723e+01	1.127444e-02	4.586688e+01	2.831311e-02	1.977142e+01	7.914071e-01	1.223699e+01	1.051813e-03	4.374904e+02	1.587009e-04	1.193309e+03	
0	0	84	5.171160e-04	1.468247e+01	4.374404e-02	4.651867e-01	5.856352e-02	3.415139e+00	5.321488e-02	4.435104e+01	1.199679e-02	5.722435e+01	1.143394e-02	4.788894e+01	2.855702e-02	1.808270e+01	7.907222e-01	1.226286e+01	1.069378e-03	4.127302e+02	1.629775e-04	1.305738e+03	
0	0	85	5.165303e-04	1.483048e+01	4.368297e-02	4.685595e-01	5.870455e-02	3.379120e+00	5.374998e-02	4.472725e+01	1.208819e-02	6.312673e+01	1.152010e-02	4.448139e+01	2.884538e-02	1.968804e+01	7.896377e-01	1.230119e+01	1.080015e-03	4.600027e+02	1.418602e-04	9.738230e+02	
0	0	86	5.160136e-04	1.485079e+01	4.348218e-02	4.663922e-01	5.901795e-02	3.416400e+00	5.435969e-02	4.510673e+01	1.214116e-02	5.790715e+01	1.161343e-02	4.233033e+01	2.910992e-02	1.916695e+01	7.884630e-01	1.231752e+01	1.116454e-03	5.008108e+02	1.563244e-04	9.764176e+02	
0	0	87	5.156044e-04	1.508241e+01	4.332218e-02	4.663534e-01	5.946453e-02	3.358837e+00	5.485251e-02	4.573749e+01	1.227256e-02	6.157823e+01	1.178101e-02	4.926157e+01	2.938452e-02	1.975913e+01	7.871247e-01	1.243269e+01	1.089755e-03	3.820717e+02	1.736279e-04	1.336041e+03	
0	0	88	5.148952e-04	1.478693e+01	4.329665e-02	4.654523e-01	5.984399e-02	3.419262e+00	5.505841e-02	4.410423e+01	1.235263e-02	5.922705e+01	1.185256e-02	4.336685e+01	2.965152e-02	1.802667e+01	7.861270e-01	1.230890e+01	1.119480e-03	4.446079e+02	1.635247e-04	1.076211e+03	
0	0	89	5.141840e-04	1.477484e+01	4.318323e-02	4.659754e-01	5.991926e-02	3.470103e+00	5.545935e-02	4.331769e+01	1.251218e-02	5.733204e+01	1.194987e-02	3.970114e+01	2.992201e-02	1.805533e+01	7.852159e-01	1.232941e+01	1.142977e-03	4.378044e+02	1.720120e-04	1.326302e+03	
0	0	90	5.136733e-04	1.482307e+01	4.303560e-02	4.680254e-01	5.996678e-02	3.414027e+00	5.618563e-02	4.454719e+01	1.256258e-02	5.373897e+01	1.210767e-02	4.384830e+01	3.019577e-02	1.630946e+01	7.841358e-01	1.242413e+01	1.122834e-03	3.995018e+02	1.677838e-04	1.220781e+03	
0	0	91	5.131487e-04	1.515519e+01	4.288107e-02	4.670285e-01	6.029070e-02	3.405125e+00	5.663661e-02	4.517296e+01	1.277812e-02	5.965274e+01	1.220437e-02	4.470611e+01	3.048526e-02	2.042555e+01	7.829050e-01	1.245184e+01	1.134234e-03	4.029739e+02	1.693912e-04	1.371442e+03	
0	0	92	5.125006e-04	1.506465e+01	4.276356e-02	4.698232e-01	6.066201e-02	3.299491e+00	5.671658e-02	4.358072e+01	1.287103e-02	6.113682e+01	1.232753e-02	4.458964e+01	3.074707e-02	1.885783e+01	7.820588e-01	1.245262e+01	1.162107e-03	3.922386e+02	1.789746e-04	1.363283e+03	
0	0	93	5.118695e-04	1.489936e+01	4.254427e-02	4.694055e-01	6.086265e-02	3.344075e+00	5.728708e-02	4.334741e+01	1.296186e-02	5.884983e+01	1.244689e-02	4.361195e+01	3.101735e-02	1.799077e+01	7.810341e-01	1.236481e+01	1.167132e-03	4.170487e+02	1.692489e-04	1.066796e+03	
0	0	94	5.112281e-04	1.485405e+01	4.250516e-02	4.685024e-01	6.107077e-02	3.394089e+00	5.764225e-02	4.251567e+01	1.299281e-02	5.633494e+01	1.255359e-02	4.452062e+01	3.129017e-02	1.660279e+01	7.800958e-01	1.249177e+01	1.173018e-03	3.563441e+02	1.717136e-04	1.164305e+03	
0	0	95	5.107306e-04	1.490674e+01	4.239962e-02	4.683402e-01	6.142422e-02	3.294445e+00	5.814754e-02	4.211180e+01	1.312924e-02	5.764293e+01	1.265735e-02	3.988062e+01	3.155602e-02	1.867191e+01	7.788210e-01	1.252433e+01	1.187782e-03	3.591866e+02	1.736427e-04	1.153513e+03	
0	0	96	5.101689e-04	1.497874e+01	4.227912e-02	4.694597e-01	6.166766e-02	3.365475e+00	5.848923e-02	4.235428e+01	1.324817e-02	5.606505e+01	1.276478e-02	3.877145e+01	3.184010e-02	1.908297e+01	7.778217e-01	1.258338e+01	1.210430e-03	3.821905e+02	1.627853e-04	1.073536e+03	
0	0	97	5.095551e-04	1.489855e+01	4.215227e-02	4.696803e-01	6.184896e-02	3.308947e+00	5.892928e-02	4.145766e+01	1.330905e-02	5.466132e+01	1.282808e-02	3.335245e+01	3.208336e-02	1.890382e+01	7.769579e-01	1.262045e+01	1.211471e-03	3.761431e+02	1.713163e-04	1.167646e+03	
0	0	98	5.091322e-04	1.502923e+01	4.197558e-02	4.690822e-01	6.228471e-02	3.354048e+00	5.933920e-02	4.098814e+01	1.340670e-02	5.657340e+01	1.297358e-02	3.904898e+01	3.231151e-02	1.937945e+01	7.757992e-01	1.256091e+01	1.239441e-03	4.432206e+02	1.727407e-04	1.052959e+03	
0	0	99	5.084042e-04	1.508449e+01	4.187291e-02	4.695607e-01	6.219457e-02	3.279864e+00	5.987580e-02	4.253020e+01	1.350160e-02	5.425504e+01	1.312605e-02	4.298752e+01	3.256813e-02	1.868172e+01	7.749662e-01	1.258004e+01	1.229729e-03	3.978590e+02	1.660438e-04	9.772609e+02	
0	0	100	5.078367e-04	1.507032e+01	4.171770e-02	4.697138e-01	6.254098e-02	3.294608e+00	6.022555e-02	4.094122e+01	1.356548e-02	5.411136e+01	1.321762e-02	4.188657e+01	3.281284e-02	1.895156e+01	7.740024e-01	1.263086e+01	1.244225e-03	3.785217e+02	1.697750e-04	1.302642e+03	
0	0	101	5.074842e-04	1.512624e+01	4.163353e-02	4.712463e-01	6.287935e-02	3.335948e+00	6.057918e-02	4.189366e+01	1.370920e-02	5.462139e+01	1.332143e-02	4.157596e+01	3.303187e-02	1.827652e+01	7.729263e-01	1.270497e+01	1.254482e-03	3.565668e+02	1.616487e-04	1.092532e+03	
0	0	102	5.069597e-04	1.521681e+01	4.148768e-02	4.710929e-01	6.299716e-02	3.244607e+00	6.130306e-02	4.242226e+01	1.378303e-02	5.440260e+01	1.345824e-02	4.128602e+01	3.324734e-02	1.751627e+01	7.717522e-01	1.259069e+01	1.289087e-03	4.179535e+02	1.699063e-04	1.349711e+03	
0	0	103	5.064889e-04	1.546844e+01	4.135915e-02	4.696506e-01	6.327934e-02	3.284838e+00	6.162380e-02	4.159426e+01	1.392998e-02	5.494525e+01	1.355087e-02	3.989045e+01	3.352053e-02	1.966762e+01	7.707325e-01	1.279153e+01	1.319612e-03	4.464250e+02	1.899161e-04	1.367218e+03	
0	0	104	5.057304e-04	1.509839e+01	4.124177e-02	4.701174e-01	6.331735e-02	3.268877e+00	6.190248e-02	4.063236e+01	1.397943e-02	5.357068e+01	1.367254e-02	4.115481e+01	3.377727e-02	1.746254e+01	7.701429e-01	1.273463e+01	1.296378e-03	3.566258e+02	1.646629e-04	9.863981e+02	
0	0	105	5.052189e-04	1.544600e+01	4.116506e-02	4.702036e-01	6.366901e-02	3.280964e+00	6.212519e-02	3.999161e+01	1.405546e-02	5.191185e+01	1.379970e-02	4.170444e+01	3.407083e-02	2.090983e+01	7.690955e-01	1.285375e+01	1.335670e-03	4.227729e+02	1.876478e-04	1.347247e+03	
0	0	106	5.045179e-04	1.490572e+01	4.108442e-02	4.707469e-01	6.370563e-02	3.254513e+00	6.245880e-02	3.851446e+01	1.416359e-02	4.943754e+01	1.387420e-02	3.601891e+01	3.429086e-02	1.828563e+01	7.684344e-01	1.274338e+01	1.313831e-03	3.366170e+02	1.809312e-04	1.160095e+03	
0	0	107	5.043506e-04	1.534599e+01	4.087397e-02	4.722719e-01	6.423075e-02	3.338389e+00	6.320151e-02	4.131039e+01	1.427875e-02	5.253924e+01	1.396606e-02	3.483214e+01	3.450344e-02	1.671080e+01	7.669120e-01	1.280429e+01	1.365374e-03	4.466052e+02	1.804417e-04	1.206728e+03	
0	0	108	5.036873e-04	1.533095e+01	4.069905e-02	4.699848e-01	6.425387e-02	3.326282e+00	6.368529e-02	4.035953e+01	1.437153e-02	5.080821e+01	1.411300e-02	3.723346e+01	3.478925e-02	1.937244e+01	7.660600e-01	1.294703e+01	1.350900e-03	3.470871e+02	1.875639e-04	1.119382e+03	
0	0	109	5.031004e-04	1.526043e+01	4.064457e-02	4.732635e-01	6.432605e-02	3.275069e+00	6.388473e-02	3.913803e+01	1.451255e-02	5.393864e+01	1.427078e-02	4.017575e+01	3.501467e-02	1.747285e+01	7.653134e-01	1.290757e+01	1.355653e-03	3.427541e+02	1.819264e-04	1.174089e+03	
0	0	110	5.026833e-04	1.536905e+01	4.055141e-02	4.723236e-01	6.472882e-02	3.254619e+00	6.421292e-02	3.882070e+01	1.458151e-02	5.293389e+01	1.432614e-02	3.557182e+01	3.527868e-02	1.847118e+01	7.642257e-01	1.293749e+01	1.409719e-03	4.236466e+02	1.871520e-04	1.160354e+03	
0	0	111	5.021546e-04	1.527276e+01	4.032110e-02	4.710485e-01	6.484981e-02	3.208290e+00	6.467842e-02	3.797123e+01	1.467409e-02	5.321072e+01	1.442960e-02	3.688351e+01	3.556039e-02	1.923238e+01	7.634116e-01	1.295220e+01	1.403637e-03	3.555381e+02	1.855884e-04	1.051119e+03	
0	0	112	5.018403e-04	1.541962e+01	4.021208e-02	4.720574e-01	6.513079e-02	3.232061e+00	6.520236e-02	3.895410e+01	1.477833e-02	5.327818e+01	1.458344e-02	4.091649e+01	3.575677e-02	1.804260e+01	7.622493e-01	1.295991e+01	1.404379e-03	3.265356e+02	1.921727e-04	1.445044e+03	
0	0	113	5.013056e-04	1.521429e+01	4.016316e-02	4.721390e-01	6.513884e-02	3.199638e+00	6.578431e-02	3.845520e+01	1.486074e-02	5.555383e+01	1.465947e-02	3.657759e+01	3.599547e-02	1.752630e+01	7.613452e-01	1.289135e+01	1.413825e-03	3.467947e+02	1.699601e-04	9.258649e+02	
0	0	114	5.007891e-04	1.567268e+01	3.995371e-02	4.720837e-01	6.538404e-02	3.212947e+00	6.609505e-02	3.810920e+01	1.484541e-02	4.710060e+01	1.477030e-02	3.881492e+01	3.630142e-02	2.200849e+01	7.605361e-01	1.319750e+01	1.442538e-03	3.877883e+02	2.005591e-04	1.276040e+03	
0	0	115	5.002231e-04	1.517331e+01	3.981770e-02	4.719118e-01	6.570453e-02	3.187916e+00	6.631561e-02	3.660617e+01	1.500814e-02	4.926262e+01	1.489476e-02	3.741893e+01	3.646537e-02	1.519154e+01	7.596887e-01	1.300267e+01	1.446448e-03	3.873347e+02	1.899682e-04	1.192229e+03	
0	0	116	4.997630e-04	1.544799e+01	3.971632e-02	4.717314e-01	6.572986e-02	3.279949e+00	6.689759e-02	3.748423e+01	1.504713e-02	4.785366e+01	1.498985e-02	3.567775e+01	3.671936e-02	1.726204e+01	7.587904e-01	1.318454e+01	1.465049e-03	4.052314e+02	1.872547e-04	1.156818e+03	
0	0	117	4.992578e-04	1.537357e+01	3.960068e-02	4.733474e-01	6.597400e-02	3.181883e+00	6.708147e-02	3.627758e+01	1.527441e-02	5.263865e+01	1.508299e-02	3.430150e+01	3.699926e-02	1.794503e+01	7.578955e-01	1.324927e+01	1.453383e-03	3.234415e+02	1.871199e-04	1.122992e+03	
0	0	118	4.987361e-04	1.533255e+01	3.938653e-02	4.745838e-01	6.593521e-02	3.254723e+00	6.772882e-02	3.752147e+01	1.523173e-02	4.697895e+01	1.519121e-02	3.487752e+01	3.725752e-02	1.677395e+01	7.571711e-01	1.323828e+01	1.454261e-03	2.916706e+02	1.931742e-04	1.169584e+03	
0	0	119	4.981837e-04	1.564985e+01	3.922354e-02	4.739663e-01	6.610715e-02	3.117854e+00	6.788893e-02	3.652500e+01	1.541344e-02	5.201729e+01	1.532862e-02	3.765516e+01	3.750395e-02	1.760782e+01	7.563940e-01	1.328991e+01	1.503751e-03	3.923648e+02	1.936189e-04	1.332753e+03	
0	0	120	4.977149e-04	1.529101e+01	3.914299e-02	4.722494e-01	6.623379e-02	3.127399e+00	6.848958e-02	3.617920e+01	1.542356e-02	4.626721e+01	1.539247e-02	3.637657e+01	3.771723e-02	1.625857e+01	7.554651e-01	1.322247e+01	1.498480e-03	3.262334e+02	1.850595e-04	1.157935e+03	
0	0	121	4.973324e-04	1.558470e+01	3.901208e-02	4.726515e-01	6.652616e-02	3.190993e+00	6.878076e-02	3.635713e+01	1.558562e-02	5.092889e+01	1.554265e-02	4.072902e+01	3.795410e-02	1.832259e+01	7.544404e-01	1.315163e+01	1.535043e-03	3.932999e+02	1.790852e-04	1.119861e+03	
0	0	122	4.968583e-04	1.556048e+01	3.890029e-02	4.731433e-01	6.672449e-02	3.125128e+00	6.909238e-02	3.592206e+01	1.571416e-02	4.944396e+01	1.560063e-02	3.392021e+01	3.819104e-02	1.759697e+01	7.535868e-01	1.331502e+01	1.561249e-03	3.768917e+02	1.839830e-04	1.352316e+03	
0	0	123	4.962656e-04	1.520919e+01	3.875624e-02	4.759427e-01	6.686750e-02	3.099120e+00	6.929644e-02	3.381610e+01	1.576840e-02	4.789225e+01	1.570900e-02	3.331206e+01	3.849915e-02	1.874192e+01	7.529339e-01	1.324337e+01	1.544698e-03	2.845369e+02	1.931476e-04	1.171729e+03	
0	0	124	4.960733e-04	1.559415e+01	3.855355e-02	4.762017e-01	6.691153e-02	3.136570e+00	7.028159e-02	3.628383e+01	1.572628e-02	4.456854e+01	1.581658e-02	3.511194e+01	3.868887e-02	1.696576e+01	7.517990e-01	1.330706e+01	1.602745e-03	4.198212e+02	1.916456e-04	1.043308e+03	
0	0	125	4.957842e-04	1.562015e+01	3.837310e-02	4.752453e-01	6.729294e-02	3.188757e+00	7.048676e-02	3.591412e+01	1.593857e-02	4.899776e+01	1.589809e-02	3.400918e+01	3.892769e-02	1.948652e+01	7.508666e-01	1.335362e+01	1.597161e-03	3.057678e+02	1.916601e-04	1.264111e+03	
0	0	126	4.954091e-04	1.571528e+01	3.821576e-02	4.737702e-01	6.781940e-02	3.186118e+00	7.052868e-02	3.507537e+01	1.610026e-02	5.153425e+01	1.604289e-02	3.881674e+01	3.910267e-02	1.619632e+01	7.499491e-01	1.347771e+01	1.626574e-03	3.698302e+02	1.810216e-04	1.074921e+03	
0	0	127	4.951374e-04	1.559165e+01	3.805101e-02	4.758303e-01	6.799333e-02	3.193309e+00	7.130200e-02	3.664038e+01	1.613296e-02	4.735539e+01	1.609536e-02	3.274766e+01	3.935376e-02	1.771800e+01	7.488325e-01	1.336749e+01	1.621017e-03	3.117482e+02	1.936232e-04	1.230329e+03	
0	0	128	4.947154e-04	1.575919e+01	3.796934e-02	4.744862e-01	6.790286e-02	3.115719e+00	7.184532e-02	3.647504e+01	1.625607e-02	5.021743e+01	1.621902e-02	3.247776e+01	3.959633e-02	1.714213e+01	7.479605e-01	1.353204e+01	1.646642e-03	3.303633e+02	1.864976e-04	1.172836e+03	
0	0	129	4.942532e-04	1.573753e+01	3.780674e-02	4.769771e-01	6.814144e-02	3.120017e+00	7.197441e-02	3.546259e+01	1.637368e-02	5.161719e+01	1.639492e-02	3.965505e+01	3.986255e-02	1.795903e+01	7.472018e-01	1.341307e+01	1.639583e-03	3.031268e+02	1.860536e-04	1.105381e+03	
0	0	130	4.941200e-04	1.606670e+01	3.767286e-02	4.754165e-01	6.863395e-02	3.141936e+00	7.244804e-02	3.550134e+01	1.641175e-02	4.954670e+01	1.646453e-02	3.525079e+01	4.008022e-02	1.828795e+01	7.459897e-01	1.374175e+01	1.681511e-03	3.414437e+02	1.962192e-04	1.454977e+03	
0	0	131	4.935129e-04	1.557664e+01	3.749442e-02	4.753500e-01	6.864718e-02	3.097843e+00	7.292119e-02	3.583626e+01	1.635029e-02	4.457346e+01	1.657009e-02	3.253600e+01	4.032045e-02	1.697236e+01	7.453687e-01	1.338281e+01	1.696391e-03	3.278884e+02	2.070726e-04	1.198670e+03	
0	0	132	4.930346e-04	1.566925e+01	3.736513e-02	4.770122e-01	6.877582e-02	3.175063e+00	7.321543e-02	3.457894e+01	1.646815e-02	4.454865e+01	1.665706e-02	3.039530e+01	4.054281e-02	1.731495e+01	7.446500e-01	1.367535e+01	1.729908e-03	3.412621e+02	1.827203e-04	1.002591e+03	
0	0	133	4.928021e-04	1.588597e+01	3.721357e-02	4.768533e-01	6.894893e-02	3.168873e+00	7.372169e-02	3.503200e+01	1.667762e-02	5.062048e+01	1.681262e-02	3.523255e+01	4.078763e-02	1.716338e+01	7.435034e-01	1.367824e+01	1.729224e-03	3.035375e+02	1.932737e-04	1.111499e+03	
0	0	134	4.922408e-04	1.601431e+01	3.704743e-02	4.783150e-01	6.887923e-02	3.124939e+00	7.404445e-02	3.485087e+01	1.669774e-02	4.582403e+01	1.693341e-02	3.602522e+01	4.105792e-02	1.683685e+01	7.429825e-01	1.376636e+01	1.757308e-03	3.769946e+02	1.981172e-04	1.175075e+03	
0	0	135	4.917239e-04	1.582711e+01	3.690852e-02	4.780420e-01	6.907612e-02	3.056156e+00	7.421386e-02	3.369559e+01	1.677866e-02	4.693740e+01	1.701848e-02	3.295262e+01	4.130922e-02	1.705241e+01	7.423367e-01	1.381451e+01	1.760335e-03	3.273665e+02	1.921582e-04	1.069022e+03	
0	0	136	4.913792e-04	1.568460e+01	3.677799e-02	4.788438e-01	6.905894e-02	3.068582e+00	7.483587e-02	3.413600e+01	1.679816e-02	4.365300e+01	1.714299e-02	3.554815e+01	4.158287e-02	1.643354e+01	7.414363e-01	1.372457e+01	1.761452e-03	2.929720e+02	1.887257e-04	9.351854e+02	
0	0	137	4.912033e-04	1.610989e+01	3.659440e-02	4.797197e-01	6.949330e-02	3.129621e+00	7.506611e-02	3.327266e+01	1.686209e-02	4.603455e+01	1.724346e-02	3.616712e+01	4.183815e-02	1.790461e+01	7.404736e-01	1.397402e+01	1.810105e-03	3.265112e+02	2.110119e-04	1.334974e+03	
0	0	138	4.909817e-04	1.611802e+01	3.637380e-02	4.769812e-01	6.958871e-02	3.091796e+00	7.584983e-02	3.490686e+01	1.696268e-02	4.639156e+01	1.733460e-02	3.670326e+01	4.206385e-02	1.875853e+01	7.394240e-01	1.386943e+01	1.812769e-03	2.998273e+02	1.957454e-04	1.111731e+03	
0	0	139	4.906891e-04	1.602675e+01	3.625179e-02	4.785895e-01	6.985471e-02	3.137930e+00	7.626821e-02	3.464398e+01	1.706596e-02	4.750689e+01	1.739166e-02	3.067532e+01	4.222225e-02	1.648165e+01	7.385192e-01	1.386209e+01	1.843206e-03	3.525548e+02	1.958262e-04	1.068118e+03	
0	0	140	4.902913e-04	1.590234e+01	3.612175e-02	4.790761e-01	7.007585e-02	3.072983e+00	7.637777e-02	3.294247e+01	1.717090e-02	4.869963e+01	1.751948e-02	3.402220e+01	4.245070e-02	1.680823e+01	7.378663e-01	1.390426e+01	1.837536e-03	2.925218e+02	1.950637e-04	1.077046e+03	
0	0	141	4.901442e-04	1.627075e+01	3.596857e-02	4.797005e-01	7.043703e-02	3.148210e+00	7.679322e-02	3.366009e+01	1.725311e-02	4.992398e+01	1.759045e-02	3.280430e+01	4.265514e-02	1.581313e+01	7.368265e-01	1.418640e+01	1.864113e-03	3.278428e+02	2.185523e-04	1.198287e+03	
0	0	142	4.895053e-04	1.572382e+01	3.574027e-02	4.795140e-01	7.036349e-02	3.067086e+00	7.696871e-02	3.238245e+01	1.730740e-02	4.379349e+01	1.767631e-02	3.209744e+01	4.293003e-02	1.673824e+01	7.365627e-01	1.387321e+01	1.857865e-03	2.596235e+02	2.132529e-04	1.132420e+03	
0	0	143	4.891478e-04	1.604681e+01	3.561139e-02	4.795888e-01	7.027974e-02	3.014471e+00	7.733765e-02	3.257897e+01	1.737782e-02	4.340853e+01	1.778099e-02	3.141061e+01	4.318020e-02	1.743060e+01	7.359289e-01	1.402951e+01	1.919523e-03	3.384367e+02	2.077925e-04	1.234415e+03	
0	0	144	4.890279e-04	1.589858e+01	3.548574e-02	4.789593e-01	7.055844e-02	3.087530e+00	7.794022e-02	3.298225e+01	1.743613e-02	4.225738e+01	1.788202e-02	3.160295e+01	4.337771e-02	1.554945e+01	7.348075e-01	1.394982e+01	1.949349e-03	3.431016e+02	1.895006e-04	1.034049e+03	
0	0	145	4.887030e-04	1.617717e+01	3.533234e-02	4.813436e-01	7.047553e-02	3.030365e+00	7.829029e-02	3.249374e+01	1.759730e-02	4.328290e+01	1.800384e-02	3.558194e+01	4.362259e-02	1.636843e+01	7.341419e-01	1.417047e+01	1.962524e-03	3.437078e+02	2.001725e-04	9.992434e+02	
0	0	146	4.883734e-04	1.601709e+01	3.514649e-02	4.785759e-01	7.063740e-02	3.000385e+00	7.853526e-02	3.193753e+01	1.768473e-02	4.380571e+01	1.809400e-02	3.318175e+01	4.384027e-02	1.575592e+01	7.335406e-01	1.424747e+01	1.943577e-03	2.688014e+02	2.042829e-04	1.152074e+03	
0	0	147	4.881869e-04	1.625114e+01	3.494786e-02	4.777593e-01	7.090233e-02	3.019454e+00	7.883992e-02	3.226923e+01	1.780018e-02	4.860467e+01	1.818655e-02	3.321884e+01	4.410808e-02	1.721328e+01	7.326708e-01	1.420797e+01	1.974997e-03	3.028571e+02	1.995973e-04	1.114386e+03	
0	0	148	4.876948e-04	1.621584e+01	3.481047e-02	4.793615e-01	7.078684e-02	2.974507e+00	7.916885e-02	3.199518e+01	1.777728e-02	4.170998e+01	1.832682e-02	3.350437e+01	4.434196e-02	1.722940e+01	7.321941e-01	1.419526e+01	2.022836e-03	3.482317e+02	1.991497e-04	1.117829e+03	
0	0	149	4.876115e-04	1.616334e+01	3.463371e-02	4.791137e-01	7.102985e-02	3.064116e+00	7.953099e-02	3.152437e+01	1.795704e-02	4.618877e+01	1.838838e-02	2.988714e+01	4.456596e-02	1.729481e+01	7.312919e-01	1.431891e+01	2.032503e-03	2.776196e+02	2.055486e-04	1.110839e+03	
0	0	150	4.872435e-04	1.613418e+01	3.448905e-02	4.805111e-01	7.120697e-02	3.046781e+00	7.976369e-02	3.014644e+01	1.783884e-02	3.914792e+01	1.851556e-02	3.272782e+01	4.482211e-02	1.757359e+01	7.306996e-01	1.442320e+01	2.100548e-03	3.047458e+02	2.131534e-04	1.050411e+03	
0	0	151	4.872845e-04	1.629708e+01	3.431170e-02	4.829923e-01	7.133243e-02	3.009816e+00	8.040098e-02	3.178912e+01	1.812856e-02	4.620245e+01	1.865809e-02	3.568074e+01	4.503755e-02	1.792426e+01	7.294935e-01	1.429833e+01	2.094576e-03	2.715886e+02	2.020011e-04	9.708387e+02	
0	0	152	4.870699e-04	1.645434e+01	3.414539e-02	4.802927e-01	7.145921e-02	3.015573e+00	8.072443e-02	3.189616e+01	1.813513e-02	4.426739e+01	1.875643e-02	3.458989e+01	4.521395e-02	1.570338e+01	7.288442e-01	1.438626e+01	2.164979e-03	3.434787e+02	2.144727e-04	1.169382e+03	
0	0	153	4.869672e-04	1.630629e+01	3.398737e-02	4.812821e-01	7.184401e-02	3.071120e+00	8.094665e-02	3.140778e+01	1.824429e-02	4.630976e+01	1.883406e-02	3.257620e+01	4.549613e-02	1.761892e+01	7.279911e-01	1.443028e+01	2.115611e-03	2.475701e+02	1.988696e-04	1.161107e+03	
0	0	154	4.867449e-04	1.637734e+01	3.375565e-02	4.807338e-01	7.166401e-02	2.995225e+00	8.145140e-02	3.120649e+01	1.835045e-02	4.515091e+01	1.891631e-02	2.859021e+01	4.578501e-02	1.872147e+01	7.273675e-01	1.450260e+01	2.170008e-03	2.633991e+02	2.017172e-04	1.235288e+03	
0	0	155	4.868516e-04	1.681067e+01	3.353544e-02	4.823873e-01	7.203208e-02	3.069604e+00	8.192047e-02	3.221238e+01	1.839861e-02	4.487721e+01	1.905463e-02	3.508037e+01	4.599368e-02	1.875322e+01	7.263039e-01	1.474108e+01	2.213120e-03	2.885063e+02	1.939925e-04	1.172265e+03	
0	0	156	4.864373e-04	1.645046e+01	3.345517e-02	4.818815e-01	7.194694e-02	2.971430e+00	8.229919e-02	3.270204e+01	1.836196e-02	4.323712e+01	1.913206e-02	2.881398e+01	4.624903e-02	1.547835e+01	7.257724e-01	1.452509e+01	2.246796e-03	3.207321e+02	1.950078e-04	1.031137e+03	
